,State,State.Code,Year,Deaths,Population,Homicide_num,Year.month,Month.code,Unemployment_adj,Firearm.suicides,Suicides,Paid.Hunting.License.Holders,Annual.Burglary.Rate,Personal.income.per.capita..dollars.,Annual.robbery.rate,Annual.incarceration.rate,Number.of.sworn.officers.per.1.000.U.S..residents,Percentage.of.republican.voters.in.presidential.election,Num_pop_over15,Proportion.of.population.hispanic,Proportion.of.population.AA.or.B,Percentage.4.year.bachelors.or.above..25.years.old.and.over,Proportion.of.15.24,Density,Gallons.of.ethanol,Num_pov,MSA,Prop_male,homicide_total,prop_urban,p100khomicide_firearm,homicide_exclfirearm,p100khomicide_exclfirearm,p100khomicide_firearm_m6,time,Case
3043,North Dakota,38,2008,516,657569,5,2008/04,4,5.8,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.760376478,1,0.152075296,0.405534121,112,0
3044,North Dakota,38,2008,449,657569,0,2008/05,5,5.8,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,0,8,1.216602364,0.608301182,113,0
3045,North Dakota,38,2008,452,657569,3,2008/06,6,5.7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,0.456225887,5,0.760376478,0.506917652,114,0
3046,North Dakota,38,2008,451,657569,3,2008/07,7,5.7,6,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.456225887,-1,-0.152075296,0.430880004,115,0
3047,North Dakota,38,2008,479,657569,8,2008/08,8,5.6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1.216602364,-3,-0.456225887,0.658992947,116,0
3048,North Dakota,38,2008,449,657569,1,2008/09,9,5.7,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,0.152075296,7,1.064527069,0.68433883,117,0
3049,North Dakota,38,2008,492,657569,2,2008/10,10,5.9,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.304150591,0,0,0.733620496,118,0
3050,North Dakota,38,2008,471,657569,9,2008/11,11,6.1,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1.36867766,-5,-0.760376478,0.731364337,119,0
3051,North Dakota,38,2008,509,657569,4,2008/12,12,6.3,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,0.608301182,4,0.608301182,0.931593219,120,0
3052,North Dakota,38,2009,541,664968,5,2009/01,1,3.9,0,14,NA,375.1,39422,375.1,369,NA,NA,542133,1.9965,1.228,NA,16.06784086,NA,6870645,632,NA,NA,1,NA,0.751915882,-4,-0.601532705,1.03128463,121,0
3053,North Dakota,38,2009,471,664968,8,2009/02,2,4.3,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1.203065411,-5,-0.751915882,0.978618726,122,0
3054,North Dakota,38,2009,547,664968,9,2009/03,3,4.3,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1.353448587,-8,-1.203065411,1.002554509,123,0
3055,North Dakota,38,2009,516,664968,6,2009/04,4,4.3,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.902299058,-2,-0.300766353,0.952426783,124,0
3056,North Dakota,38,2009,508,664968,7,2009/05,5,4.3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1.052682234,-3,-0.451149529,0.902299058,125,0
3057,North Dakota,38,2009,456,664968,5,2009/06,6,4.3,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.751915882,-5,-0.751915882,0.82710747,126,0
3058,North Dakota,38,2009,436,664968,3,2009/07,7,4.4,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.451149529,0,0,0.676724293,127,0
3059,North Dakota,38,2009,470,664968,6,2009/08,8,4.3,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.902299058,-2,-0.300766353,0.651660431,128,0
3060,North Dakota,38,2009,443,664968,6,2009/09,9,4.3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.902299058,0,0,0.726852019,129,0
3061,North Dakota,38,2009,536,664968,0,2009/10,10,4.2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0,7,1.052682234,0.676440225,130,0
3062,North Dakota,38,2009,488,664968,6,2009/11,11,4.1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.902299058,-3,-0.451149529,0.699515609,131,0
3063,North Dakota,38,2009,502,664968,8,2009/12,12,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,1.203065411,-2,-0.300766353,0.747370788,132,0
3064,North Dakota,38,2010,556,672591,1,2010/01,1,4,0,8,NA,296.5,42964,296.5,369,NA,NA,549677,2.0381,1.2234,NA,15.81529402,9.7,2771115,653,422016,NA,5,0.599,0.148678766,4,0.594715065,0.945609143,133,0
3065,North Dakota,38,2010,443,672591,7,2010/02,2,5.2,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1.040751363,-3,-0.446036298,0.993464321,134,0
3066,North Dakota,38,2010,475,672591,8,2010/03,3,5.2,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1.189430129,-5,-0.743393831,0.941632186,135,0
3067,North Dakota,38,2010,488,672591,8,2010/04,4,5.2,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,1.189430129,0,0,0.941632186,136,0
3068,North Dakota,38,2010,496,672591,8,2010/05,5,5.2,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1.189430129,-4,-0.594715065,0.817733214,137,0
3069,North Dakota,38,2010,481,672591,6,2010/06,6,5.2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.892072597,-6,-0.892072597,0.693834242,138,0
3070,North Dakota,38,2010,451,672591,1,2010/07,7,5.3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.148678766,2,0.297357532,0.644274653,139,0
3071,North Dakota,38,2010,445,672591,2,2010/08,8,5.3,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.297357532,1,0.148678766,0.619494859,140,0
3072,North Dakota,38,2010,483,672591,3,2010/09,9,5.3,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.446036298,3,0.446036298,0.470816093,141,0
3073,North Dakota,38,2010,548,672591,6,2010/10,10,5.4,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.892072597,-3,-0.446036298,0.543511876,142,0
3074,North Dakota,38,2010,512,672591,7,2010/11,11,5.5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1.040751363,-5,-0.743393831,0.518321182,143,0
3075,North Dakota,38,2010,566,672591,0,2010/12,12,5.6,4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,2,0.297357532,0.468350693,144,0
3076,North Dakota,38,2011,523,683932,4,2011/01,1,3.5,1,2,NA,359,47861,359,362,NA,NA,NA,NA,NA,NA,NA,NA,11649197,675,NA,NA,0,NA,0.584853465,-4,-0.584853465,0.319671927,145,0
3077,North Dakota,38,2011,485,683932,1,2011/02,2,4.5,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.146213366,-1,-0.146213366,0.219320049,146,0
3078,North Dakota,38,2011,515,683932,1,2011/03,3,4.6,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.146213366,-1,-0.146213366,0.316795627,147,0
3079,North Dakota,38,2011,528,683932,0,2011/04,4,4.6,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0,5,0.731066831,0.316795627,148,0
3080,North Dakota,38,2011,494,683932,3,2011/05,5,4.7,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.438640099,-3,-0.438640099,0.316795627,149,0
3081,North Dakota,38,2011,476,683932,4,2011/06,6,4.7,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,0.584853465,4,0.584853465,0.487377887,150,0
3082,North Dakota,38,2011,452,683932,4,2011/07,7,4.8,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.584853465,3,0.438640099,0.536115676,151,0
3083,North Dakota,38,2011,502,683932,1,2011/08,8,4.8,4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.146213366,4,0.584853465,0.560484571,152,0
3084,North Dakota,38,2011,464,683932,8,2011/09,9,4.8,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,1.16970693,-1,-0.146213366,0.633591254,153,0
3085,North Dakota,38,2011,485,683932,2,2011/10,10,4.8,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.292426732,-2,-0.292426732,0.536115676,154,0
3086,North Dakota,38,2011,505,683932,4,2011/11,11,4.9,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.584853465,0,0,0.726146434,155,0
3087,North Dakota,38,2011,536,683932,7,2011/12,12,4.9,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,1.023493564,0,0,0.531195279,156,0
3088,North Dakota,38,2012,503,699628,0,2012/01,1,3.2,7,1,NA,339.8,55388,339.8,357,2.12,0.5832,NA,NA,NA,NA,NA,NA,907857,692.3290766,NA,NA,9,NA,0,9,1.286397914,0.649212776,157,0
3089,North Dakota,38,2012,461,699628,9,2012/02,2,3,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1.286397914,-4,-0.571732406,0.623203749,158,0
3090,North Dakota,38,2012,576,699628,0,2012/03,3,3.1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0,6,0.85759861,0.476443672,159,0
3091,North Dakota,38,2012,531,699628,7,2012/04,4,3.2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1.000531711,-2,-0.285866203,0.547910223,160,0
3092,North Dakota,38,2012,483,699628,3,2012/05,5,3.2,11,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.428799305,2,0.285866203,0.476443672,161,0
3093,North Dakota,38,2012,426,699628,1,2012/06,6,3.3,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.142933102,-1,-0.142933102,0.619376774,162,0
3094,North Dakota,38,2012,465,699628,3,2012/07,7,3.3,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.428799305,0,0,0.547910223,163,0
3095,North Dakota,38,2012,536,699628,6,2012/08,8,3.4,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.85759861,-4,-0.571732406,0.571732406,164,0
3096,North Dakota,38,2012,485,699628,6,2012/09,9,3.5,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.85759861,1,0.142933102,0.690843324,165,0
3097,North Dakota,38,2012,496,699628,4,2012/10,10,3.5,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,0.571732406,4,0.571732406,0.71153507,166,0
3098,North Dakota,38,2012,501,699628,4,2012/11,11,3.6,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.571732406,0,0,0.568601969,167,0
3099,North Dakota,38,2012,575,699628,6,2012/12,12,3.7,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.85759861,-2,-0.285866203,0.563906312,168,0
3100,North Dakota,38,2013,647,723393,4,2013/01,1,3.1,10,15,NA,NA,54373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,715.6271992,NA,NA,4,NA,0.55294978,0,0,0.629894597,169,0
3101,North Dakota,38,2013,509,723393,0,2013/02,2,6.5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,1,0.138237445,0.649803733,170,0
3102,North Dakota,38,2013,526,723393,6,2013/03,3,6.4,10,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.82942467,-5,-0.691187225,0.55294978,171,0
3103,North Dakota,38,2013,500,723393,7,2013/04,4,6.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.967662115,2,0.27647489,0.599028928,172,0
3104,North Dakota,38,2013,519,723393,5,2013/05,5,6.4,2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.691187225,1,0.138237445,0.760305947,173,0
3105,North Dakota,38,2013,461,723393,2,2013/06,6,6.5,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.27647489,-1,-0.138237445,0.691187225,174,0
3106,North Dakota,38,2013,482,723393,6,2013/07,7,6.5,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.82942467,-1,-0.138237445,0.645108076,175,0
3107,North Dakota,38,2013,517,723393,7,2013/08,8,6.6,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.967662115,-7,-0.967662115,0.66814765,176,0
3108,North Dakota,38,2013,469,723393,3,2013/09,9,6.6,9,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.414712335,3,0.414712335,0.622068502,177,0
3109,North Dakota,38,2013,548,723393,5,2013/10,10,6.5,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.691187225,-3,-0.414712335,0.551445955,178,0
3110,North Dakota,38,2013,525,723393,6,2013/11,11,6.4,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.82942467,1,0.138237445,0.547937031,179,0
3111,North Dakota,38,2013,530,723393,0,2013/12,12,6.3,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0,6,0.82942467,0.614048105,180,0
3112,North Dakota,38,2014,550,739482,3,2014/01,1,2.7,7,7,NA,NA,55802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,731,NA,NA,5,NA,0.405689388,2,0.270459592,0.566465132,181,0
3113,North Dakota,38,2014,493,739482,7,2014/02,2,8.2,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.946608572,-6,-0.811378776,0.428227687,182,0
3114,North Dakota,38,2014,569,739482,6,2014/03,3,8.6,13,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.811378776,-2,-0.270459592,0.585995783,183,0
3115,North Dakota,38,2014,514,739482,3,2014/04,4,8.9,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.405689388,-2,-0.270459592,0.67614898,184,0
3116,North Dakota,38,2014,517,739482,0,2014/05,5,9.3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0,5,0.67614898,0.540919184,185,0
3117,North Dakota,38,2014,442,739482,7,2014/06,6,9.7,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.946608572,2,0.270459592,0.608534082,186,0
3118,North Dakota,38,2014,483,739482,7,2014/07,7,10,7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.946608572,-1,-0.135229796,0.743763878,187,0
3119,North Dakota,38,2014,492,739482,1,2014/08,8,10.1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.135229796,5,0.67614898,0.743763878,188,0
3120,North Dakota,38,2014,490,739482,9,2014/09,9,10.2,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1.217068164,-4,-0.540919184,0.585995783,189,0
3121,North Dakota,38,2014,556,739482,9,2014/10,10,10.2,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1.217068164,-7,-0.946608572,0.585995783,190,0
3122,North Dakota,38,2014,501,739482,0,2014/11,11,10.1,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,4,0.540919184,0.585995783,191,0
3123,North Dakota,38,2014,577,739482,0,2014/12,12,10.2,10,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0.585995783,192,0
3124,Ohio,39,2005,8494,11463320,34,2005/10,10,4.1,57,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,0.296598193,20,0.174469525,0.299413118,82,0
3125,Ohio,39,2005,8941,11463320,39,2005/11,11,4,56,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,0.340215575,12,0.104681715,0.292066515,83,0
3126,Ohio,39,2005,9548,11463320,21,2005/12,12,4,49,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,0.183193002,11,0.095958239,0.290542361,84,0
3127,Ohio,39,2006,9158,11481213,41,2006/01,1,5.5,40,99,NA,920.4,34415,920.4,428,NA,NA,9188776,2.618,12.1213,23.3,13.89758208,NA,33508812,11297,NA,NA,57,NA,0.357105125,16,0.139358097,0.297723556,85,0
3128,Ohio,39,2006,8597,11481213,34,2006/02,2,12.7,44,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,0.296135957,14,0.121938335,0.297635187,86,0
3129,Ohio,39,2006,10025,11481213,31,2006/03,3,12.6,52,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,0.270006314,20,0.174197622,0.31791066,87,0
3130,Ohio,39,2006,9102,11481213,39,2006/04,4,12.3,58,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,0.339685363,15,0.130648216,0.319362307,88,0
3131,Ohio,39,2006,8828,11481213,39,2006/05,5,12,61,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,0.339685363,16,0.139358097,0.335330422,89,0
3132,Ohio,39,2006,8090,11481213,35,2006/06,6,11.7,52,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,0.304845838,23,0.200327265,0.342588656,90,0
3133,Ohio,39,2006,8620,11481213,42,2006/07,7,11.4,52,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,0.365815006,19,0.165487741,0.34549195,91,0
3134,Ohio,39,2006,8436,11481213,45,2006/08,8,11,52,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,0.391944649,18,0.15677786,0.335330422,92,0
3135,Ohio,39,2006,8368,11481213,36,2006/09,9,10.7,64,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,0.313555719,20,0.174197622,0.336782069,93,0
3136,Ohio,39,2006,9019,11481213,41,2006/10,10,10.4,52,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,0.357105125,18,0.15677786,0.322187826,94,0
3137,Ohio,39,2006,8843,11481213,32,2006/11,11,10.1,53,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,0.278716195,20,0.174197622,0.29599256,95,0
3138,Ohio,39,2006,9739,11481213,36,2006/12,12,9.9,46,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,0.313555719,16,0.139358097,0.297354279,96,0
3139,Ohio,39,2007,9655,11500468,32,2007/01,1,5.5,55,116,NA,863.8,35632,863.8,442,NA,NA,9222305,2.748,12.1986,NA,13.85614916,NA,2147971,11280,NA,NA,48,NA,0.278249546,16,0.139124773,0.285660899,97,0
3140,Ohio,39,2007,9210,11500468,27,2007/02,2,8,37,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,0.234773054,15,0.130429475,0.29137999,98,0
3141,Ohio,39,2007,9493,11500468,37,2007/03,3,7.9,64,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,0.321726038,16,0.139124773,0.294190926,99,0
3142,Ohio,39,2007,8849,11500468,33,2007/04,4,7.8,51,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,0.286944844,12,0.10434358,0.310132306,100,0
3143,Ohio,39,2007,8738,11500468,36,2007/05,5,7.8,58,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,0.313030739,14,0.121734176,0.32462447,101,0
3144,Ohio,39,2007,8164,11500468,38,2007/06,6,7.7,60,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,0.330421336,18,0.15651537,0.307233874,102,0
3145,Ohio,39,2007,8369,11500468,43,2007/07,7,7.6,60,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,0.373897827,24,0.20868716,0.295640143,103,0
3146,Ohio,39,2007,8261,11500468,37,2007/08,8,7.6,57,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,0.321726038,18,0.15651537,0.298538575,104,0
3147,Ohio,39,2007,8378,11500468,25,2007/09,9,7.6,59,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,0.217382458,26,0.226077756,0.304335441,105,0
3148,Ohio,39,2007,8700,11500468,25,2007/10,10,7.5,53,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,0.217382458,25,0.217382458,0.273860579,106,0
3149,Ohio,39,2007,8883,11500468,38,2007/11,11,7.5,50,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,0.330421336,19,0.165210668,0.252081016,107,0
3150,Ohio,39,2007,9834,11500468,42,2007/12,12,7.5,55,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,0.365202529,23,0.199991861,0.262165433,108,0
3151,Ohio,39,2008,9884,11515391,22,2008/01,1,5.6,57,103,NA,891.8,36643,891.8,449,2.2,0.4691,9250621,2.8733,12.2677,NA,13.83937376,NA,1425203,11386,NA,NA,43,NA,0.191048658,21,0.182364628,0.275144526,109,0
3152,Ohio,39,2008,9863,11515391,22,2008/02,2,6.6,55,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,0.191048658,13,0.112892389,0.267836468,110,0
3153,Ohio,39,2008,10569,11515391,32,2008/03,3,6.8,64,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,0.277888957,14,0.121576419,0.254731544,111,0
3154,Ohio,39,2008,9181,11515391,34,2008/04,4,6.9,66,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,0.295257017,10,0.086840299,0.282230972,112,0
3155,Ohio,39,2008,8844,11515391,33,2008/05,5,7,57,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,0.286572987,17,0.147628509,0.308283062,113,0
3156,Ohio,39,2008,8333,11515391,33,2008/06,6,7,58,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,0.286572987,16,0.138944479,0.314072415,114,0
3157,Ohio,39,2008,8602,11515391,41,2008/07,7,7.1,59,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,0.356045227,24,0.208416718,0.316967092,115,0
3158,Ohio,39,2008,8282,11515391,40,2008/08,8,7.1,46,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,0.347361197,22,0.191048658,0.319861769,116,0
3159,Ohio,39,2008,8172,11515391,36,2008/09,9,7,61,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,0.312625077,14,0.121576419,0.32709846,117,0
